,ttlsimScores_cln,ttlresimScores,ttlsimsre,ttlsimsee,ttlsimsppc,ttlsimsesml,ttlsimstabc,ttlsimsct,ttlsimscca,ttlsimsce,ttlsimsswwm,ttlsimsgb,V8_th_list
0,"{'clean transportation transportation': 0.8166900873184204, 'renewable energy renewable': 0.9201155304908752, 'green buildings buildings': 0.839942991733551, 'afof rdable housing housing': 1.0, 'water management water': 0.8119471073150635, 'waste management waste': 0.8286465406417847, 'energy efficiency efficiency': 0.9004887938499451, 'potable water supply water': 0.8469440937042236, 'potable water supply potable': 0.8287600874900818, 'sanitation sanitation': 1.0, 'green buildings (ecological buildings) buildings': 0.8016582131385803, 'food security food': 0.7798810005187988, 'proyecto de energías renovables (energía hidroeléctrica – contribución a mitigación del cambio climático) de alimentos': 0.6540133953094482, 'pequeñas centrales hidroeléctricas hidroelectricidad': 0.7128672003746033, 'pequeñas centrales hidroeléctricas construcciones': 0.7090030908584595, 'centrales eólicas (solo terrestres) cuadrícula (sólo)': 0.8724079728126526, 'energías renovables renovable': 0.7062243223190308, 'energías renovables bioenergía': 0.7306941151618958, 'energías renovables hidroelectricidad': 0.6826406717300415, 'energia renovável energia': 0.9140269160270691, 'energia renovável bioenergia': 0.72825026512146, 'energia renovável biocombustível': 0.7220384478569031, 'energia renovável biomassa': 0.716290295124054, 'energia renovável energia hidráulica': 0.8522579669952393}","{'renewable': 1.0, 'cuadrícula (sólo)': 0.9524129033088684, 'bioenergía': 0.8198481798171997, 'hidroelectricidad': 0.8153159618377686, 'Hidroeléctrico': 0.8471897840499878, 'energia': 1.0, 'energia hidráulica': 0.9084943532943726}","{'generation generation': 1.0, 'power power': 1.0, 'renewable renewable': 1.0, 'solar solar': 1.0, 'transmission transmission': 1.0, 'storage storage': 1.0, 'hydrogen hydrogen': 1.0, 'grid grid': 1.0, 'biofuel biofuel': 1.0, 'wind wind': 1.0, 'hydropower hydropower': 1.0, 'biomass biomass': 1.0, 'geothermal geothermal': 1.0, 'hidroelectricidad hidroeléctricas': 0.8153160214424133, 'generación generación': 1.0, 'almacenamiento almacenamiento': 1.0, 'bioenergía energía': 0.8198480606079102, 'potencia capacidad': 0.8051767349243164, 'generación cogeneración': 0.8619147539138794, 'cuadrícula atmosféricas': 0.807408332824707, 'renovable renovable': 1.0, 'biocombustible combustible': 0.8335129022598267, 'cuadrícula (': 0.9473557472229004, 'cuadrícula iii': 0.8252873420715332, 'cuadrícula plasma': 0.8057650327682495, 'cuadrícula futuros': 0.8777064085006714, 'generación transformación': 0.8076272010803223, 'cuadrícula totales': 0.892815351486206, 'cuadrícula vehículos': 0.8071877360343933, 'biomasa biomasa': 1.0, 'cuadrícula tecnología': 0.8814537525177002, 'cuadrícula financiamiento': 0.8732093572616577, 'cuadrícula )': 0.8254541158676147, 'hidroelectricidad hidroeléctricos': 0.8131045699119568, 'energia energia': 0.9084944128990173, 'geração geração': 1.0}",{'efficiency efficiency': 1.0},"{'waste waste': 1.0, 'pollution pollution': 1.0, 'de de': 0.9079835414886475, 'contaminación contaminación': 1.0, 'contaminación contaminantes': 0.8567338585853577, 'contaminación descarbonización': 0.8036044239997864, 'contaminación descontaminación': 0.9332984685897827}","{'food food': 1.0, 'agriculture agriculture': 1.0, 'forest forest': 1.0, 'land land': 1.0, 'forestry forestry': 1.0, 'Arboricultura acuicultura': 0.8038574457168579, 'pesquerías pesquería': 0.8017709255218506}","{'biodiversity biodiversity': 1.0, 'conservation conservation': 1.0, 'terrestrial terrestrial': 1.0, 'conservación aprovechamiento': 0.8383619785308838, 'conservación mitigación': 0.8037376403808594, 'conservación implementación': 0.8000835180282593, 'conservación construcción': 0.806158721446991, 'conservación contribución': 0.8010097742080688, 'conservación recuperación': 0.8293237686157227, 'conservación utilización': 0.817090630531311, 'conservación restauración': 0.8449034690856934, 'terrestre terrestres': 0.8388893604278564, 'conservación realización': 0.8137819766998291, 'conservación gasificación': 0.8011845946311951, 'conservación reutilización': 0.8417978286743164, 'conservación observación': 0.8122673034667969, 'conservación reforestación': 0.8358405828475952, 'biodiversidad biodiversidad': 1.0}","{'electric electric': 1.0, 'car car': 1.0, 'transportation transportation': 1.0, 'rail rail': 1.0, 'battery battery': 1.0, 'vehicle vehicle': 1.0, 'non non': 1.0, 'la la': 0.939012348651886, 'transporte transporte': 1.0, 'eléctricos eléctricos': 1.0, 'no no': 0.9680165648460388}","{'adaptation adaptation': 1.0, 'disaster disaster': 1.0, 'adecuación adecuaciones': 0.806394100189209, 'adecuación implementación': 0.8621118664741516, 'adecuación integración': 0.8163694739341736, 'adecuación optimización': 0.8359052538871765, 'adecuación renovación': 0.8079515099525452, 'adecuación modernización': 0.8007344603538513, 'adecuación incorporación': 0.8026008009910583, 'adecuación evaluación': 0.8495463132858276, 'adecuación planeación': 0.808627724647522, 'adecuación utilización': 0.8224044442176819, 'adecuación habilitación': 0.8525652289390564, 'adecuación fiscalización': 0.8114882707595825, 'adecuación realización': 0.8257564902305603, 'adecuación gasificación': 0.8322635889053345, 'adecuación reutilización': 0.829303503036499, 'adecuación transformación': 0.8015757203102112, 'adecuación asignación': 0.8254500031471252, 'adecuación adaptación': 0.816444456577301, 'adecuación validación': 0.8463414311408997, 'adecuación regulación': 0.8415524363517761}","{'reuse reuse': 1.0, 'circular circular': 1.0}","{'water water': 1.0, 'potable potable': 1.0, 'treatment treatment': 1.0, 'wastewater wastewater': 1.0, 'sanitation sanitation': 1.0, 'saneamiento mantenimiento': 0.8064507842063904, '  potable': 1.0000001192092896, 'saneamiento abastecimiento': 0.8477514386177063}","{'buildings buildings': 1.0, 'housing housing': 1.0, 'y y': 0.9070735573768616, 'la la': 0.947020411491394, 'construcciones adecuaciones': 0.8131966590881348, 'construcciones construcciones': 1.0, 'construcciones plantaciones': 0.8306095004081726, 'construcciones instalaciones': 0.807640016078949, 'construcciones edificaciones': 0.9605708122253418}","['cleanup', 24, np.float64(0.8143185973167419), np.float64(0.7206014096736908), 're_tbl', 7, np.float64(0.9084943532943726), np.float64(0.8335189819335938), 're_uop', 36, np.float64(0.9736778736114502), np.float64(0.8254124224185944), 'ee_uop', 1, np.float64(1.0), np.float64(1.0), 'cca_uop', 22, np.float64(0.8256032466888428), np.float64(0.8093428611755371), 'ppc_uop', 7, np.float64(0.9332984685897827), np.float64(0.8823587000370026), 'tabc_uop', 0, np.float64(0.8325821757316589), np.float64(0.8076858669519424), 'esml_uop', 7, np.float64(1.0), np.float64(0.901928722858429), 'ct_uop', 11, np.float64(1.0), np.float64(1.0), 'ce_uop', 2, np.float64(1.0), np.float64(1.0), 'swwm_uop', 8, np.float64(1.0), np.float64(0.9619378596544266), 'gb_uop', 9, np.float64(0.947020411491394), np.float64(0.8306095004081726)]"
